CustomerID,Country,State,City,Zip Code,Tenure Months,Monthly Charges,Total Charges,is_monthly_contract,avg_monthly_spend,Churn Value,churn_probability,risk_segment
0867-MKZVY,United States,California,Altadena,91001,20,82.4,1592.35,1,79.61749999999999,1,0.37188703838762815,Low
3376-BMGFE,United States,California,Monrovia,91016,4,70.9,273,1,68.25,1,0.439222005175746,Medium
3445-HXXGF,United States,California,Sierra Madre,91024,58,45.3,2651.2,1,45.710344827586205,1,0.47506422313422925,Medium
1875-QIVME,United States,California,Tujunga,91042,2,104.4,242.8,1,121.4,1,0.7105285945996955,High
0691-JVSYA,United States,California,Pasadena,91103,53,94.85,5000.2,0,94.3433962264151,1,0.474235239447097,Medium
2656-FMOKZ,United States,California,Pasadena,91106,15,74.45,1145.7,1,76.38000000000001,1,0.44636155733772304,Medium
2070-FNEXE,United States,California,Pasadena,91107,7,76.45,503.6,1,71.94285714285715,1,0.262669234022706,Low
6317-YPKDH,United States,California,Glendale,91202,1,29.95,29.95,1,29.95,1,0.70962730140112,High
9367-WXLCH,United States,California,Glendale,91204,8,84.5,662.65,1,82.83125,1,0.45317490832949414,Medium
1918-ZBFQJ,United States,California,Glendale,91206,13,79.25,1111.65,1,85.51153846153846,1,0.4402064775162041,Medium
1024-GUALD,United States,California,Glendale,91207,1,24.8,24.8,1,24.8,1,0.8834615057040408,High
2472-OVKUP,United States,California,Canoga Park,91304,6,91.0,531,1,88.5,1,0.5958327380137223,Medium
1285-OKIPP,United States,California,Mission Hills,91345,1,79.9,79.9,1,79.9,1,0.547546534206776,Medium
7825-ECJRF,United States,California,Santa Clarita,91350,19,106.6,1934.45,1,101.81315789473685,1,0.3490562155950299,Low
7841-TZDMQ,United States,California,Sun Valley,91352,2,46.0,84.5,1,42.25,1,0.6733031600615899,Medium
9408-SSNVZ,United States,California,Stevenson Ranch,91381,4,70.15,268.35,1,67.0875,1,0.5276894631776977,Medium
0742-MOABM,United States,California,Panorama City,91402,4,50.05,179.35,1,44.8375,1,0.579503399571324,Medium
2232-DMLXU,United States,California,Van Nuys,91411,1,55.2,55.2,1,55.2,1,0.730854225899102,High
8937-RDTHP,United States,California,Burbank,91504,1,84.6,84.6,1,84.6,1,0.43714779082168764,Medium
1251-KRREG,United States,California,North Hollywood,91601,2,54.4,114.1,1,57.05,1,0.7170217198482886,High
0094-OIFMO,United States,California,North Hollywood,91605,11,95.0,1120.3,1,101.84545454545454,1,0.5975506895076766,Medium
9947-OTFQU,United States,California,Covina,91722,15,74.4,1074.3,1,71.61999999999999,1,0.7931577587587075,High
0322-YINQP,United States,California,Covina,91723,1,48.55,48.55,1,48.55,1,0.6287524614413751,Medium
4629-NRXKX,United States,California,El Monte,91731,2,70.4,147.15,1,73.575,1,0.8649076452763483,High
9514-JDSKI,United States,California,El Monte,91732,1,40.2,40.2,1,40.2,1,0.8636379001693087,High
4959-JOSRX,United States,California,La Puente,91744,2,44.6,80.55,1,40.275,1,0.7375359533093898,High
7273-TEFQD,United States,California,La Puente,91746,3,41.15,132.2,1,44.06666666666666,1,0.8629141934212194,High
3606-TWKGI,United States,California,Rowland Heights,91748,13,106.9,1364.3,1,104.94615384615385,1,0.8866730555880846,High
6323-AYBRX,United States,California,Ontario,91762,59,19.35,1099.6,0,18.63728813559322,1,0.014691674745125435,Low
4385-GZQXV,United States,California,Ontario,91764,16,94.45,1511.2,1,94.45,1,0.8303311590943153,High
6366-ZGQGL,United States,California,Pomona,91766,1,24.8,24.8,1,24.8,1,0.7451658903318024,High
5940-AHUHD,United States,California,Pomona,91768,1,70.6,70.6,1,70.6,1,0.7715020409676201,High
6432-TWQLB,United States,California,Rosemead,91770,5,85.4,401.1,1,80.22,1,0.8570135999208103,High
4484-GLZOU,United States,California,San Dimas,91773,52,105.05,5624.85,1,108.17019230769232,1,0.8014134334133945,High
9512-UIBFX,United States,California,West Covina,91791,18,95.15,1779.95,1,98.88611111111112,1,0.8111257274459037,High
5583-SXDAG,United States,California,Alhambra,91803,1,70.0,70,1,70.0,1,0.8670283915495345,High
3488-PGMQJ,United States,California,Alpine,91901,8,74.5,606.55,1,75.81875,1,0.8313293257675914,High
3580-REOAC,United States,California,Bonita,91902,10,44.85,435.4,1,43.54,1,0.6135413880420815,Medium
7534-BFESC,United States,California,Boulevard,91905,24,76.1,1712.7,1,71.3625,1,0.794836674907524,High
6390-DSAZX,United States,California,Guatay,91931,1,73.6,73.6,1,73.6,1,0.7560786599150962,High
8098-LLAZX,United States,California,Jacumba,91934,4,95.45,396.1,1,99.025,1,0.9262989261480631,High
0265-EDXBD,United States,California,Mount Laguna,91948,32,74.9,2303.35,1,71.9796875,1,0.8075284919357888,High
7563-BIUPC,United States,California,Borrego Springs,92004,5,80.6,415.55,1,83.11,1,0.8847526362542341,High
2321-OMBXY,United States,California,Carlsbad,92009,38,80.3,3058.65,0,80.49078947368422,1,0.15704404398530158,Low
2840-XANRC,United States,California,Del Mar,92014,24,93.15,2231.05,1,92.96041666666667,1,0.873348816704195,High
5020-ZSTTY,United States,California,El Cajon,92020,54,82.45,4350.1,0,80.55740740740741,1,0.10981265029169622,Low
5804-LEPIM,United States,California,Escondido,92029,2,70.35,139.05,1,69.525,1,0.8640945173087846,High
0122-OAHPZ,United States,California,Oceanside,92057,7,73.85,511.25,1,73.03571428571429,1,0.8725547386199961,High
2868-SNELZ,United States,California,Pala,92059,2,80.6,155.8,1,77.9,1,0.7899132958993639,High
4322-RCYMT,United States,California,Palomar Mountain,92060,68,75.8,5293.95,0,77.85220588235293,1,0.1331861556332731,Low
6680-NENYN,United States,California,Pauma Valley,92061,43,104.6,4759.85,0,110.69418604651163,1,0.49347141224246355,Medium
1343-EHPYB,United States,California,Ranchita,92066,63,103.4,6603,1,104.80952380952381,1,0.7506270933091537,High
2034-GDRCN,United States,California,Valley Center,92082,2,90.4,168.2,1,84.1,1,0.9061063431097441,High
0219-YTZUE,United States,California,San Diego,92103,4,84.8,371.9,1,92.975,1,0.8610678580725875,High
0623-IIHUG,United States,California,San Diego,92104,21,41.9,840.1,1,40.00476190476191,1,0.681280768827992,Medium
4572-DVCGN,United States,California,San Diego,92105,10,80.25,846,1,84.6,1,0.8123131230575148,High
9057-MSWCO,United States,California,San Diego,92108,27,30.75,805.1,1,29.81851851851852,1,0.4541048293461561,Medium
1010-DIAUQ,United States,California,San Diego,92116,5,96.5,492.55,1,98.51,1,0.8166598575679304,High
0259-GBZSH,United States,California,San Diego,92122,2,85.65,181.5,1,90.75,1,0.9136218048780661,High
9601-BRXPO,United States,California,San Diego,92129,25,104.95,2566.5,1,102.66,1,0.8031501033823532,High
6905-NIQIN,United States,California,San Diego,92154,1,50.65,50.65,1,50.65,1,0.5905470461738109,Medium
5167-ZFFMM,United States,California,Indio,92201,1,90.85,90.85,1,90.85,1,0.8614308944637316,High
4895-TMWIR,United States,California,Indian Wells,92210,11,19.95,214.75,1,19.522727272727273,1,0.4209138848759407,Medium
0533-BNWKF,United States,California,Palm Desert,92211,55,85.45,4874.7,1,88.63090909090909,1,0.6652936023997671,Medium
6599-CEBNN,United States,California,Desert Hot Springs,92240,34,73.95,2524.45,1,74.24852941176471,1,0.5783598303936783,Medium
0979-PHULV,United States,California,Holtville,92250,69,99.45,7007.6,1,101.55942028985508,1,0.6498249119509255,Medium
4800-VHZKI,United States,California,Niland,92257,1,19.9,19.9,1,19.9,1,0.5163814840713035,Medium
7989-CHGTL,United States,California,North Palm Springs,92258,1,19.6,19.6,1,19.6,1,0.524214954283318,Medium
0334-GDDSO,United States,California,Ocotillo,92259,3,81.35,233.7,1,77.89999999999999,1,0.8735626624938247,High
0578-SKVMF,United States,California,Seeley,92273,22,83.3,1845.9,1,83.90454545454546,1,0.7885026885036807,High
5564-NEMQO,United States,California,Thermal,92274,1,75.3,75.3,1,75.3,1,0.8148884158132187,High
9063-ZGTUY,United States,California,Adelanto,92301,61,19.4,1182.55,1,19.38606557377049,1,0.09045335167434677,Low
2957-LOLHO,United States,California,Apple Valley,92307,12,45.4,518.9,1,43.24166666666667,1,0.5901983872369558,Medium
7752-XUSCI,United States,California,Crestline,92325,60,105.9,6396.45,1,106.6075,1,0.7025186856990692,High
4110-PFEUZ,United States,California,Daggett,92327,1,69.55,69.55,1,69.55,1,0.7675572160251232,High
0256-LTHVJ,United States,California,Ludlow,92338,28,81.05,2227.1,1,79.53928571428571,1,0.824486700615117,High
0880-TKATG,United States,California,Lucerne Valley,92356,4,101.15,385.9,1,96.475,1,0.9161742495338017,High
3811-VBYBZ,United States,California,Lytle Creek,92358,7,99.8,673.25,1,96.17857142857143,1,0.90418357602072,High
4640-UHDOS,United States,California,Phelan,92371,13,55.95,734.35,1,56.48846153846154,1,0.7206115722159612,High
3583-EKAPL,United States,California,Redlands,92373,1,55.0,55,1,55.0,1,0.8129370078454682,High
9399-APLBT,United States,California,Rialto,92377,1,74.7,74.7,1,74.7,1,0.8876060893246239,High
2359-KMGLI,United States,California,Running Springs,92382,24,80.25,1861.5,1,77.5625,1,0.7827749870174237,High
0306-JAELE,United States,California,Tecopa,92389,5,96.1,453.4,1,90.67999999999999,1,0.8644350618069522,High
6227-HWPWX,United States,California,Victorville,92392,15,69.0,994.8,1,66.32,1,0.6758613096900271,Medium
0447-BEMNG,United States,California,Wrightwood,92397,48,45.3,2145,1,44.6875,1,0.39478688787142285,Low
5949-XIKAE,United States,California,San Bernardino,92401,8,83.55,680.05,1,85.00625,1,0.883570029750684,High
8372-JUXUI,United States,California,San Bernardino,92410,1,74.35,74.35,1,74.35,1,0.895711145086871,High
0388-EOPEX,United States,California,Riverside,92503,2,74.4,139.4,1,69.7,1,0.8499402265978935,High
8205-OTCHB,United States,California,Riverside,92506,22,43.75,903.6,0,41.07272727272727,1,0.43758126496248656,Medium
6235-VDHOM,United States,California,Riverside,92509,5,28.45,131.05,1,26.21,1,0.7576091801428307,High
7783-YKGDV,United States,California,March Air Reserve Base,92518,12,99.7,1238.45,1,103.20416666666667,1,0.7486212189425522,High
5609-CEBID,United States,California,Hemet,92544,20,94.1,1782.4,1,89.12,1,0.8320789991631599,High
7218-HKQFK,United States,California,Homeland,92548,2,94.2,167.5,1,83.75,1,0.9010047123603082,High
4636-QRJKY,United States,California,Idyllwild,92549,6,80.5,502.85,1,83.80833333333334,1,0.8746293530138414,High
5956-VKDTT,United States,California,Moreno Valley,92557,5,74.35,334.8,1,66.96000000000001,1,0.9095765958039961,High
9412-GHEEC,United States,California,Murrieta,92563,40,104.8,4131.95,1,103.29875,1,0.6101000781208844,Medium
0257-ZESQC,United States,California,Perris,92571,27,75.2,1929.35,1,71.4574074074074,1,0.6325947961122079,Medium
6825-UYPFK,United States,California,Sun City,92586,23,75.6,1758.6,1,76.4608695652174,1,0.6649597162653641,Medium
8397-MVTAZ,United States,California,Sun City,92587,34,100.05,3480,1,102.3529411764706,1,0.8729559327212968,High
9282-IZGQK,United States,California,Irvine,92612,1,85.0,85,1,85.0,1,0.9169409156002672,High
1342-JPNKI,United States,California,Lake Forest,92630,10,86.05,834.1,1,83.41,1,0.8410087393942769,High
2817-NTQDO,United States,California,Huntington Beach,92646,13,45.55,597,1,45.92307692307692,1,0.5910945274666886,Medium
6986-IJDHX,United States,California,Huntington Beach,92648,39,86.3,3266,1,83.74358974358974,1,0.6678688549834346,Medium
5301-GAUUY,United States,California,Newport Beach,92661,32,80.35,2596.15,1,81.1296875,1,0.6698073310598016,Medium
0939-YAPAF,United States,California,Santa Ana,92701,35,100.25,3527.6,1,100.78857142857143,1,0.8291072560445187,High
4710-FDUIZ,United States,California,Santa Ana,92707,56,100.3,5614.45,0,100.25803571428571,1,0.439846946382173,Medium
1218-VKFPE,United States,California,Anaheim,92805,12,19.0,233.55,1,19.462500000000002,1,0.389932029018575,Low
3627-FHKBK,United States,California,Anaheim,92806,1,75.3,75.3,1,75.3,1,0.6908776424010471,Medium
2865-TCHJW,United States,California,Anaheim,92807,4,89.2,346.2,1,86.55,1,0.905662318758238,High
5192-EBGOV,United States,California,Brea,92823,1,85.7,85.7,1,85.7,1,0.9158368434267442,High
0719-SYFRB,United States,California,Norco,92860,12,61.65,713.75,1,59.479166666666664,1,0.4905626065139523,Medium
3419-SNJJD,United States,California,Yorba Linda,92887,65,105.25,6786.4,1,104.40615384615384,1,0.5141863396643321,Medium
6543-CPZMK,United States,California,Ventura,93001,9,29.95,248.95,1,27.66111111111111,1,0.8192446789748282,High
4765-OXPPD,United States,California,Ventura,93003,9,65.0,663.05,1,73.67222222222222,1,0.40950062542830123,Medium
1009-IRMNA,United States,California,Port Hueneme,93041,7,20.0,137.6,1,19.657142857142855,1,0.37057640359792055,Low
4554-YGZIH,United States,California,Summerland,93067,49,90.05,4547.25,1,92.80102040816327,1,0.621801335274116,Medium
5099-BAILX,United States,California,Santa Barbara,93101,43,110.75,4687.9,1,109.02093023255813,1,0.7059117187946646,High
7207-RMRDB,United States,California,Santa Barbara,93110,65,105.5,6985.65,1,107.47153846153846,1,0.743216268544616,High
4913-EHYUI,United States,California,Alpaugh,93201,56,104.55,5794.65,0,103.47589285714285,1,0.46927916581691886,Medium
0195-IESCP,United States,California,Armona,93202,10,85.25,855.3,1,85.53,1,0.9160259759921688,High
4580-TMHJU,United States,California,Avenal,93204,43,56.15,2499.3,1,58.12325581395349,1,0.4518021404250466,Medium
0970-ETWGE,United States,California,Bodfish,93205,1,89.55,89.55,1,89.55,1,0.9152307316894731,High
1626-ERCMM,United States,California,Camp Nelson,93208,20,94.55,1899.65,1,94.9825,1,0.9180315370313311,High
0887-HJGAR,United States,California,Coalinga,93210,1,45.7,45.7,1,45.7,1,0.6946325870269775,Medium
5644-PDMZC,United States,California,Delano,93215,2,89.5,161.5,1,80.75,1,0.8626340619730609,High
9576-ANLXO,United States,California,Earlimart,93219,3,69.55,222.3,1,74.10000000000001,1,0.8084356414198641,High
2024-BASKD,United States,California,Exeter,93221,1,74.6,74.6,1,74.6,1,0.8132475669137893,High
4160-AMJTL,United States,California,Fellows,93224,8,19.65,164.3,1,20.5375,1,0.4682898930218777,Medium
4464-JCOLN,United States,California,Huron,93234,2,19.85,35.9,0,17.95,1,0.3064437749252256,Low
5650-VDUDS,United States,California,Kernville,93238,4,24.25,96.05,1,24.0125,1,0.770484291870661,High
7538-GWHML,United States,California,Lemon Cove,93244,2,69.65,145.15,1,72.575,1,0.820960617958844,High
3859-CVCET,United States,California,Lindsay,93247,4,45.65,191.05,1,47.7625,1,0.5949993530347321,Medium
3276-HDUEG,United States,California,Maricopa,93252,1,75.05,75.05,1,75.05,1,0.857722302006424,High
0823-HSCDJ,United States,California,Onyx,93255,52,49.15,2550.9,1,49.05576923076923,1,0.5450850901970586,Medium
0822-GAVAP,United States,California,Posey,93260,2,34.7,62.25,1,31.125,1,0.8685361076678701,High
1448-PWKYE,United States,California,Shafter,93263,1,80.0,80,1,80.0,1,0.8874394957516373,High
0067-DKWBL,United States,California,Tipton,93272,2,49.25,91.1,1,45.55,1,0.6914128247347424,Medium
2276-YDAVZ,United States,California,Wofford Heights,93285,3,75.1,270.7,1,90.23333333333333,1,0.853662964493798,High
5896-NPFWW,United States,California,Visalia,93292,3,50.15,168.15,1,56.050000000000004,1,0.7983768196198487,High
7133-VBDCG,United States,California,Bakersfield,93311,25,79.85,2015.35,1,80.61399999999999,1,0.5586012225631211,Medium
1029-QFBEN,United States,California,San Luis Obispo,93405,1,19.55,19.55,1,19.55,1,0.445696978582845,Medium
4952-YSOGZ,United States,California,Lompoc,93436,4,85.95,381.3,1,95.325,1,0.9323783333102659,High
1589-AGTLK,United States,California,Lompoc,93437,3,45.35,141.5,1,47.166666666666664,1,0.7538240682118188,High
5244-IRFIH,United States,California,Los Alamos,93440,33,94.5,3105.55,1,94.10757575757576,1,0.8824910534798764,High
2684-EIWEO,United States,California,Oceano,93445,30,91.7,2758.15,1,91.93833333333333,1,0.49240662958524656,Medium
6439-GTPCA,United States,California,Pismo Beach,93449,45,87.25,3941.7,1,87.59333333333333,1,0.6025711574622885,Medium
5138-WVKYJ,United States,California,Mojave,93501,10,98.55,1008.55,1,100.85499999999999,1,0.8428237653584513,High
6683-VLCTZ,United States,California,Johannesburg,93528,20,98.55,1842.8,1,92.14,1,0.8854264659243992,High
2189-WWOEW,United States,California,Keene,93531,15,85.9,1269.55,1,84.63666666666667,1,0.7572250799683878,High
1894-IGFSG,United States,California,Lancaster,93535,22,89.25,1907.85,1,86.72045454545454,1,0.7964301382134887,High
7379-POKDZ,United States,California,Lancaster,93536,3,70.3,208.85,1,69.61666666666666,1,0.8906928045674284,High
0236-HFWSV,United States,California,Palmdale,93552,15,93.35,1444.65,1,96.31,1,0.9067815851801443,High
3900-AQPHZ,United States,California,Pearblossom,93553,1,19.9,19.9,1,19.9,1,0.44156283014927905,Medium
5842-POCOP,United States,California,Randsburg,93554,5,88.9,454.15,1,90.83,1,0.8176193427048207,High
2037-XJFUP,United States,California,Ridgecrest,93555,33,95.8,3036.75,0,92.02272727272727,1,0.6961461997235248,Medium
7314-OXENN,United States,California,Trona,93562,2,82.0,184.65,1,92.325,1,0.8804977104326487,High
0322-CHQRU,United States,California,Palmdale,93591,2,45.35,89.5,1,44.75,1,0.700206263205767,High
4678-DVQEO,United States,California,Bass Lake,93604,1,52.2,52.2,1,52.2,1,0.6944680640768901,Medium
0691-IFBQW,United States,California,Biola,93606,46,110.0,4874.8,0,105.97391304347826,1,0.5035052787953358,Medium
3009-JWMPU,United States,California,Five Points,93624,62,96.75,6125.4,0,98.79677419354839,1,0.5385957323618786,Medium
1450-GALXR,United States,California,Friant,93626,10,98.5,1058.25,1,105.825,1,0.8883603514966333,High
3138-BKYAV,United States,California,Kerman,93630,6,85.35,489.45,1,81.575,1,0.8605111546316085,High
4289-DTDKW,United States,California,Madera,93637,40,101.3,4113.1,1,102.82750000000001,1,0.8418665717567478,High
1820-TQVEV,United States,California,Madera,93638,1,69.55,69.55,1,69.55,1,0.8700183300258063,High
2239-JALAW,United States,California,Mendota,93640,58,103.25,6017.65,0,103.75258620689655,1,0.4478280110164109,Medium
4853-RULSV,United States,California,Miramonte,93641,70,104.0,7250.15,0,103.57357142857143,1,0.14797932104659278,Low
6275-YDUVO,United States,California,Orosi,93647,2,86.2,178.7,1,89.35,1,0.8385430804689177,High
0115-TFERT,United States,California,Fresno,93650,21,111.2,2317.1,1,110.33809523809524,1,0.8601920941693878,High
2311-QYMUQ,United States,California,San Joaquin,93660,16,89.45,1430.25,1,89.390625,1,0.7909627724622508,High
3643-AHCFP,United States,California,Selma,93662,7,95.6,644.35,1,92.05,1,0.9099221464112958,High
3104-OWCGK,United States,California,South Dos Palos,93665,60,90.95,5453.4,0,90.89,1,0.345862707625797,Low
9101-BWFSS,United States,California,Tollhouse,93667,50,108.55,5610.7,0,112.214,1,0.4278930998327726,Medium
9231-ZJYAM,United States,California,Squaw Valley,93675,4,78.85,292.8,1,73.2,1,0.8853633676630083,High
6982-SSHFK,United States,California,Fresno,93703,1,44.4,44.4,1,44.4,1,0.6329938484008414,Medium
0727-BMPLR,United States,California,Fresno,93706,55,100.0,5509.3,0,100.16909090909091,1,0.581058225708478,Medium
1038-ZAGBI,United States,California,Fresno,93711,12,19.8,229.6,0,19.133333333333333,1,0.21318048764937428,Low
3027-ZTDHO,United States,California,Fresno,93721,1,89.9,89.9,1,89.9,1,0.9163020787710825,High
2382-BCKQJ,United States,California,Big Sur,93920,62,100.15,6413.65,0,103.44596774193548,1,0.5406215532578525,Medium
2207-NHRJK,United States,California,Carmel,93923,1,50.8,50.8,1,50.8,1,0.6786555465639346,Medium
0947-MUGVO,United States,California,Jolon,93928,20,73.65,1463.5,1,73.175,1,0.8184448452367082,High
9944-HKVVB,United States,California,King City,93930,3,95.1,307.4,1,102.46666666666665,1,0.9004788003536112,High
4124-MMETB,United States,California,Lockwood,93932,22,94.65,2104.55,1,95.66136363636365,1,0.8342827174183695,High
3671-SHRSP,United States,California,Marina,93933,4,80.6,319.15,1,79.7875,1,0.7854989493511161,High
3313-QKNKB,United States,California,Pebble Beach,93953,59,85.55,5084.65,0,86.18050847457627,1,0.4640034974720071,Medium
5073-WXOYN,United States,California,Belmont,94002,60,50.8,3027.4,1,50.45666666666667,1,0.4509741386974437,Medium
0207-MDKNV,United States,California,Daly City,94014,15,105.1,1582.75,1,105.51666666666667,1,0.6927603668689036,Medium
9851-KIELU,United States,California,Loma Mar,94021,10,110.1,1043.3,1,104.33,1,0.7659013335548318,High
3908-BLSYF,United States,California,Los Altos,94024,6,83.9,497.55,1,82.925,1,0.8312476044551066,High
7549-MYGPK,United States,California,Mountain View,94040,63,100.55,6215.35,1,98.65634920634922,1,0.5870538347598095,Medium
3804-RVTGV,United States,California,Mountain View,94043,50,103.85,5017.9,1,100.35799999999999,1,0.7320030340005004,High
9227-LUNBG,United States,California,Pescadero,94060,1,24.6,24.6,1,24.6,1,0.8101763059287096,High
4315-MURBD,United States,California,San Bruno,94066,12,98.9,1120.95,1,93.41250000000001,1,0.7126567562145951,High
9734-YWGEX,United States,California,South San Francisco,94080,9,98.3,923.5,1,102.61111111111111,1,0.8329887348688862,High
2719-BDAQO,United States,California,Sunnyvale,94086,17,93.85,1625.65,1,95.62647058823529,1,0.7756556828964265,High
0781-LKXBR,United States,California,San Francisco,94102,9,100.5,918.6,1,102.06666666666666,1,0.9138641172924836,High
1907-UBQFC,United States,California,San Francisco,94108,10,72.85,688.65,1,68.865,1,0.8163942079612958,High
6513-EECDB,United States,California,San Francisco,94114,1,73.55,73.55,1,73.55,1,0.9239771793412128,High
7074-IEVOJ,United States,California,San Francisco,94130,3,79.4,205.05,1,68.35000000000001,1,0.8707432750587637,High
9625-QSTYE,United States,California,San Francisco,94131,13,81.15,952.3,1,73.25384615384615,1,0.7783361271791286,High
4750-ZRXIU,United States,California,Palo Alto,94304,4,84.6,360.1,1,90.025,1,0.9097759087576793,High
6400-BWQKW,United States,California,San Mateo,94402,6,79.05,434.5,1,72.41666666666667,1,0.8253395214351849,High
6680-WKXRZ,United States,California,Antioch,94509,3,74.4,215.8,1,71.93333333333334,1,0.7902385920405998,High
7028-DVOIQ,United States,California,Birds Landing,94512,35,99.05,3395.8,1,97.02285714285715,1,0.8316768771473139,High
4208-UFFGW,United States,California,Byron,94514,2,44.95,85.15,1,42.575,1,0.6371256815342883,Medium
9448-REEVD,United States,California,Concord,94520,1,44.7,44.7,1,44.7,1,0.6849103637636602,Medium
9117-SHLZX,United States,California,Fremont,94538,1,45.7,45.7,1,45.7,1,0.6998549882245845,Medium
9889-TMAHG,United States,California,Fremont,94539,8,100.3,832.35,1,104.04375,1,0.6843986254035301,Medium
4541-RMRLG,United States,California,Hayward,94541,7,19.25,112.3,1,16.04285714285714,1,0.46903890292733635,Medium
3158-MOERK,United States,California,Hayward,94545,2,96.0,174.8,1,87.4,1,0.9231231797726683,High
7294-TMAOP,United States,California,Castro Valley,94546,1,90.55,90.55,1,90.55,1,0.8783383266662201,High
8919-FYFQZ,United States,California,Livermore,94550,44,30.35,1359.7,1,30.902272727272727,1,0.5312721278445237,Medium
2834-JRTUA,United States,California,Martinez,94553,71,108.05,7532.15,0,106.08661971830985,1,0.2013687004138653,Low
5875-YPQFJ,United States,California,Fremont,94555,1,69.9,69.9,1,69.9,1,0.874524771318997,High
6646-QVXLR,United States,California,Napa,94558,62,103.75,6383.35,0,102.95725806451614,1,0.5833312739499769,Medium
